distance,displacement,directionality,instant_velo
0.7182480750241889,0.4928567331385841,0.6861929050377,71.82480750241888
0.6656431706218617,0.6318413024370206,0.9492192368573954,83.20539632773271
0.564333559858129,0.518834174444608,0.9193750139102849,56.43335598581291
0.7120878607407688,0.659822138814307,0.9266021444712019,59.34065506173073
0.8317224481995623,0.7277204630261676,0.8749558997733813,69.3102040166302
0.45967205396824984,0.4172780195666336,0.9077733048253909,57.459006746031235
0.6402999118518076,0.47250387793659215,0.7379415008352359,45.73570798941483
1.3265817533929587,1.0462770353446187,0.7887015124914745,73.69898629960882
0.9575776787334759,0.7747631538994609,0.8090864805079714,68.3984056238197
0.4209423698929574,0.4206632958688363,0.9993370255786033,70.15706164882623
0.54089177426154,0.4925946143373263,0.9107082743305681,67.61147178269249
0.5731600575256499,0.5550023780866715,0.9683200544061538,57.31600575256499
0.6651406991862193,0.6188701318498933,0.9304349179159586,83.14258739827741
0.512118237791906,0.48588382189294255,0.9487727365225693,51.2118237791906
0.627117220952161,0.606946750812636,0.9678362043560216,78.38965261902013
0.5402871258168753,0.5061925140770454,0.9368953837493696,90.04785430281255
0.7725851627892817,0.6245468222619202,0.808385731881136,55.18465448494869
1.0669891011953279,0.8929263884791827,0.8368655195061074,59.27717228862933
0.533073868808401,0.520272955196034,0.9759866045563603,53.3073868808401
0.5972919928197413,0.45601324897466444,0.7634678757735937,59.729199281974125
0.46435614605915476,0.45094268681420346,0.9711138544007931,58.044518257394344
0.6889480352767444,0.508701977306189,0.7383749590081172,49.21057394833889
0.47056661301852887,0.45862576209533773,0.9746245258527915,58.8208266273161
0.5275019703340396,0.5268287295688358,0.9987237189563909,65.93774629175493
0.6904686486589539,0.6830056181393637,0.989191354981743,69.04686486589539
1.1323055399254902,1.0071955583220897,0.8895086377378025,35.38454812267157
0.7199561383385625,0.6178738432215556,0.8582103968825358,59.99634486154687
0.4744453604978057,0.4532760084341529,0.9553808429247972,79.07422674963429
0.5911057486164806,0.5840985163465241,0.9881455521514427,73.88821857706006
0.5645597161380528,0.48739129676152104,0.8633122109660732,70.5699645172566
1.036879812142463,0.9778878059012864,0.9431062254753676,74.06284372446164
0.8034587622405481,0.7279726009043687,0.9060484932348282,66.95489685337901
0.495143931098772,0.43304719769695343,0.8745885196168719,49.514393109877204
0.6063890108393732,0.5743772070876879,0.9472091294870696,75.79862635492165
0.7916527386510609,0.6271575731391926,0.7922129773817743,56.5466241893615
0.8371070354622102,0.7535935233471603,0.9002355629839645,59.79335967587217
0.9968371228766577,0.8096204952890632,0.8121893504052823,71.20265163404697
1.449739723574921,0.8676101047172916,0.5984592203749837,80.54109575416227
1.4344769524131415,1.3328534666641976,0.9291564178999262,71.72384762065708
