Label,NUMBER_SPOTS,NUMBER_GAPS,LONGEST_GAP,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_INDEX,TRACK_ID,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TRACK_MAX_QUALITY,TRACK_MIN_QUALITY,TRACK_MEDIAN_QUALITY,TRACK_STD_QUALITY
Track_9,4,0,0,0,0,0,6,0,6,0.424,9,9,41.254,6.185,0,0.071,0.093,0.059,0.062,0.019,6.931,7.673,6.078,7.062,0.569
Track_16,5,0,0,0,0,0,8,0,8,0.529,16,16,38.926,16.313,0,0.068,0.074,0.053,0.073,0.010,8.137,9.004,7.438,8.104,0.567
Track_29,5,0,0,0,0,0,8,0,8,0.411,29,29,53.903,45.481,0,0.068,0.161,0.015,0.063,0.065,8.232,10.528,6.311,8.031,1.685
Track_43,7,0,0,0,0,0,12,0,12,0.983,43,43,40.238,44.187,0,0.093,0.225,0.024,0.068,0.076,11.919,16.099,8.343,11.603,2.965
Track_48,6,0,0,0,0,0,10,0,10,0.548,48,48,47.755,45.564,0,0.063,0.195,0.017,0.028,0.075,11.006,12.633,9.340,11.229,1.055
Track_51,10,0,0,0,0,0,18,0,18,1.386,51,51,2.393,31.862,0,0.079,0.130,0.051,0.074,0.024,16.032,18.075,10.625,16.538,2.040
Track_52,10,0,0,0,0,0,18,0,18,0.653,52,52,33.735,4.380,0,0.067,0.227,5.649E-4,0.022,0.089,9.923,14.124,6.059,11.148,2.553
Track_55,9,0,0,0,0,0,16,0,16,0.927,55,55,17.764,15.454,0,0.075,0.200,0.018,0.045,0.064,9.841,11.721,6.394,10.276,1.622
Track_57,7,0,0,0,0,0,12,0,12,0.525,57,57,12.259,43.657,0,0.083,0.246,0.016,0.064,0.087,10.119,11.689,8.436,10.245,1.118
Track_59,6,0,0,0,0,0,10,0,10,0.515,59,59,50.833,43.877,0,0.078,0.238,0.026,0.043,0.090,9.832,12.584,6.055,11.606,2.450
Track_60,8,0,0,0,0,0,14,0,14,0.978,60,60,31.572,16.085,0,0.081,0.140,0.041,0.074,0.035,10.036,12.615,7.931,9.844,1.607
Track_64,8,0,0,0,0,0,14,0,14,0.697,64,64,12.499,50.617,0,0.059,0.176,0.008,0.037,0.058,6.768,9.237,4.643,6.662,1.408
Track_65,5,0,0,0,0,0,8,0,8,0.678,65,65,20.152,50.507,0,0.103,0.233,0.038,0.083,0.089,8.876,11.134,5.271,9.652,2.249
Track_67,5,0,0,0,0,0,8,0,8,0.550,67,67,11.462,36.429,0,0.089,0.205,0.037,0.071,0.079,7.197,7.771,6.304,7.321,0.520
Track_68,8,0,0,0,0,0,14,0,14,1.329,68,68,35.296,36.058,0,0.133,0.214,0.067,0.141,0.055,7.048,8.292,6.002,7.384,0.728
Track_73,7,0,0,0,0,0,12,0,12,0.555,73,73,25.902,36.691,0,0.050,0.089,0.036,0.046,0.020,13.565,16.583,7.906,13.952,2.902
Track_77,9,0,0,0,0,0,16,0,16,1.084,77,77,13.269,27.891,0,0.083,0.243,0.026,0.070,0.072,13.538,17.711,10.532,12.645,2.457
Track_79,4,0,0,0,0,0,6,0,6,0.483,79,79,2.460,50.737,0,0.086,0.106,0.068,0.084,0.019,6.797,7.046,6.575,6.812,0.168
Track_80,8,0,0,0,0,0,14,0,14,0.575,80,80,43.909,19.192,0,0.062,0.162,0.028,0.041,0.048,12.267,17.967,8.160,11.494,3.522
Track_85,5,0,0,0,0,0,8,0,8,0.755,85,85,22.107,7.499,0,0.107,0.159,0.053,0.127,0.046,7.460,9.408,6.004,7.184,1.376
Track_87,6,0,0,0,0,0,10,0,10,0.749,87,87,41.465,48.692,0,0.077,0.127,0.016,0.065,0.045,8.713,11.656,6.385,9.523,2.038
Track_88,6,0,0,0,0,0,10,0,10,0.730,88,88,49.893,34.926,0,0.075,0.130,0.024,0.056,0.048,7.169,8.959,5.371,6.865,1.323
Track_91,7,0,0,0,0,0,12,0,12,0.935,91,91,27.243,48.688,0,0.090,0.116,0.061,0.092,0.023,10.565,11.885,7.898,11.146,1.318
Track_103,4,0,0,0,0,0,6,0,6,0.423,103,103,9.937,50.026,0,0.082,0.116,0.040,0.091,0.039,4.313,5.532,2.602,5.433,1.231
Track_106,6,0,0,0,0,0,10,0,10,0.544,106,106,2.147,35.080,0,0.057,0.097,0.025,0.043,0.034,8.591,9.737,7.520,8.747,0.833
Track_107,5,0,0,0,0,0,8,0,8,0.570,107,107,9.614,34.645,0,0.072,0.137,0.030,0.086,0.051,5.581,8.730,3.657,4.946,1.974
Track_109,8,0,0,0,0,0,14,0,14,0.507,109,109,22.919,48.589,0,0.052,0.130,0.012,0.044,0.038,10.624,13.426,6.991,10.380,1.976
Track_119,6,0,0,0,0,0,10,0,10,0.501,119,119,47.626,17.903,0,0.061,0.118,0.027,0.056,0.037,8.233,9.670,5.427,8.973,1.472
Track_120,5,0,0,0,0,0,8,0,8,0.475,120,120,18.507,35.086,0,0.060,0.130,0.029,0.046,0.047,9.765,12.293,6.982,10.124,2.101
Track_122,9,0,0,0,0,0,16,0,16,0.884,122,122,31.877,48.392,0,0.079,0.149,0.023,0.082,0.052,12.444,14.656,9.101,13.057,1.610
Track_127,6,0,0,0,0,0,10,0,10,0.588,127,127,22.280,25.838,0,0.059,0.071,0.046,0.056,0.010,9.029,10.491,7.308,9.490,1.174
Track_128,4,0,0,0,0,0,6,0,6,0.594,128,128,45.714,6.674,0,0.101,0.165,0.042,0.096,0.062,10.214,13.733,7.742,11.331,2.471
Track_130,4,0,0,0,0,0,6,0,6,0.539,130,130,24.907,47.412,0,0.090,0.106,0.067,0.098,0.021,6.524,8.472,5.111,6.900,1.300
Track_134,5,0,0,0,0,0,8,0,8,0.572,134,134,35.299,34.728,0,0.073,0.146,0.029,0.083,0.054,11.855,13.564,10.009,11.944,1.148
Track_136,4,0,0,0,0,0,6,0,6,0.577,136,136,28.937,17.425,0,0.100,0.121,0.061,0.119,0.034,13.225,13.879,12.547,13.584,0.531
Track_137,7,0,0,0,0,0,12,0,12,0.705,137,137,13.532,47.834,0,0.060,0.132,0.004,0.045,0.051,9.147,12.135,7.144,8.128,1.798
Track_141,7,0,0,0,0,0,12,0,12,1.002,141,141,41.836,21.233,0,0.096,0.221,0.022,0.084,0.069,11.965,14.533,7.369,13.393,2.584
Track_143,10,0,0,0,0,0,18,0,18,0.891,143,143,30.688,53.396,0,0.064,0.154,0.026,0.060,0.039,12.988,17.915,8.921,14.289,3.084
Track_146,7,0,0,0,0,0,12,0,12,0.959,146,146,40.455,53.470,0,0.091,0.154,0.027,0.109,0.048,11.574,13.969,8.888,11.351,1.833
Track_149,4,0,0,0,0,0,6,0,6,0.482,149,149,47.668,53.392,0,0.105,0.127,0.083,0.105,0.022,6.676,7.527,5.746,7.116,0.691
Track_150,11,0,0,0,0,0,20,0,20,0.938,150,150,18.376,41.028,0,0.054,0.183,0.019,0.035,0.049,10.619,14.072,6.552,11.316,2.539
Track_151,7,0,0,0,0,0,12,0,12,0.868,151,151,54.214,41.046,0,0.078,0.116,0.044,0.082,0.024,9.476,12.475,6.722,9.625,2.005
Track_154,8,0,0,0,0,0,14,0,14,0.657,154,154,41.406,53.180,0,0.052,0.080,0.014,0.056,0.021,10.759,14.712,4.280,12.515,3.392
Track_158,10,0,0,0,0,0,18,0,18,1.418,158,158,10.226,53.293,0,0.087,0.194,0.020,0.072,0.059,6.942,9.952,4.960,6.528,1.570
Track_169,5,0,0,0,0,0,8,0,8,0.408,169,169,3.743,40.000,0,0.052,0.063,0.026,0.062,0.018,11.209,12.849,8.399,11.579,1.599
Track_171,11,0,0,0,0,0,20,0,20,0.713,171,171,24.148,40.597,0,0.046,0.091,0.002,0.053,0.027,12.545,18.977,6.869,11.573,3.427
Track_175,5,0,0,0,0,0,8,0,8,0.848,175,175,47.533,20.445,0,0.109,0.195,0.070,0.099,0.059,10.040,10.986,7.869,10.813,1.178
Track_176,17,0,0,0,0,0,32,0,32,1.140,176,176,42.617,39.082,0,0.051,0.107,0.029,0.043,0.025,16.175,23.011,8.661,16.532,4.130
Track_185,6,0,0,0,0,0,10,0,10,0.437,185,185,24.080,51.634,0,0.079,0.124,0.024,0.076,0.044,9.550,11.197,6.833,10.771,1.733
Track_188,4,0,0,0,0,0,6,0,6,0.526,188,188,3.745,0.207,0,0.105,0.153,0.054,0.109,0.050,7.256,8.211,6.252,7.452,0.703
Track_193,4,0,0,0,0,0,6,0,6,0.450,193,193,49.163,37.645,0,0.077,0.106,0.048,0.077,0.029,8.955,10.037,8.184,8.984,0.686
Track_196,6,0,0,0,0,0,10,0,10,0.709,196,196,32.550,50.546,0,0.086,0.184,0.030,0.080,0.063,9.521,12.291,7.932,9.726,1.685
Track_198,8,0,0,0,0,0,14,0,14,0.552,198,198,35.145,37.518,0,0.072,0.102,0.035,0.073,0.024,9.445,11.570,5.997,10.924,2.022
Track_202,5,0,0,0,0,0,8,0,8,0.659,202,202,6.255,9.751,0,0.087,0.133,0.067,0.080,0.031,8.341,9.864,5.990,8.991,1.343
Track_209,8,0,0,0,0,0,14,0,14,0.701,209,209,53.726,38.401,0,0.050,0.061,0.037,0.053,0.009,10.397,11.187,9.622,10.411,0.402
Track_227,6,0,0,0,0,0,10,0,10,0.500,227,227,15.193,14.680,0,0.057,0.068,0.033,0.068,0.016,7.915,8.764,6.542,8.287,0.806
Track_229,9,0,0,0,0,0,16,0,16,0.566,229,229,34.347,54.458,0,0.063,0.178,0.022,0.039,0.052,12.934,15.956,9.395,12.851,1.900
Track_235,8,0,0,0,0,0,14,0,14,1.041,235,235,36.112,54.428,0,0.082,0.155,0.033,0.080,0.040,8.944,12.733,5.662,9.931,2.459
Track_236,6,0,0,0,0,0,10,0,10,0.532,236,236,19.455,12.909,0,0.054,0.091,0.025,0.059,0.025,9.612,11.486,6.495,10.615,1.738
Track_246,9,0,0,0,0,0,16,0,16,0.811,246,246,33.404,42.947,0,0.058,0.082,0.020,0.065,0.022,10.999,15.100,8.642,10.767,2.278
Track_250,4,0,0,0,0,0,6,0,6,0.455,250,250,45.379,41.607,0,0.107,0.144,0.063,0.114,0.041,7.027,9.537,5.795,6.973,1.526
Track_253,6,0,0,0,0,0,10,0,10,0.785,253,253,40.119,2.401,0,0.081,0.102,0.052,0.092,0.021,12.752,13.394,11.677,12.902,0.529
Track_260,5,0,0,0,0,0,8,0,8,0.463,260,260,2.721,54.279,0,0.062,0.078,0.049,0.068,0.013,6.586,7.591,5.796,6.445,0.594
Track_263,14,0,0,0,0,0,26,0,26,1.524,263,263,13.310,41.541,0,0.075,0.242,0.024,0.053,0.062,13.026,17.327,7.428,13.646,3.008
Track_264,5,0,0,0,0,0,8,0,8,0.629,264,264,54.493,12.195,0,0.090,0.139,0.055,0.088,0.035,7.298,8.455,5.968,7.306,0.842
Track_266,4,0,0,0,0,0,6,0,6,0.551,266,266,9.566,30.604,0,0.092,0.138,0.050,0.089,0.044,11.098,13.063,8.669,12.817,1.890
Track_270,5,0,0,0,0,0,8,0,8,0.790,270,270,41.063,12.094,0,0.101,0.205,0.061,0.070,0.069,10.930,13.266,7.765,11.457,1.897
Track_271,5,0,0,0,0,0,8,0,8,0.612,271,271,10.459,2.093,0,0.087,0.139,0.047,0.111,0.045,6.090,7.803,4.723,5.719,1.111
Track_275,4,0,0,0,0,0,6,0,6,0.415,275,275,21.269,53.520,0,0.077,0.113,0.024,0.093,0.046,7.729,8.580,6.480,8.345,0.823
Track_280,4,0,0,0,0,0,6,0,6,0.541,280,280,28.267,53.859,0,0.092,0.099,0.085,0.092,0.007,8.011,8.570,7.057,8.266,0.572
Track_283,5,0,0,0,0,0,8,0,8,0.426,283,283,34.169,41.006,0,0.060,0.072,0.047,0.068,0.012,6.644,7.479,5.901,6.394,0.593
Track_294,6,0,0,0,0,0,10,4,14,0.744,294,294,26.294,34.310,0,0.088,0.159,0.042,0.064,0.050,11.371,14.058,8.795,12.307,1.727
Track_296,5,0,0,0,0,0,8,2,10,0.538,296,296,10.668,43.427,0,0.069,0.147,0.007,0.081,0.060,14.902,18.769,10.937,15.959,2.804
Track_304,6,0,0,0,0,0,10,2,12,0.566,304,304,0.566,52.456,0,0.086,0.125,0.037,0.103,0.037,7.493,9.487,6.034,7.869,1.280
Track_307,4,0,0,0,0,0,6,2,8,0.453,307,307,13.774,33.453,0,0.078,0.095,0.069,0.071,0.014,9.281,10.366,7.506,9.704,1.070
Track_308,7,0,0,0,0,0,12,2,14,0.649,308,308,8.207,33.671,0,0.072,0.126,0.038,0.064,0.032,11.801,15.098,9.055,11.032,2.144
Track_310,7,0,0,0,0,0,12,2,14,0.903,310,310,16.351,52.898,0,0.085,0.240,0.027,0.083,0.081,7.389,10.497,3.804,8.643,2.747
Track_312,4,0,0,0,0,0,6,2,8,0.590,312,312,33.499,31.623,0,0.099,0.140,0.063,0.096,0.039,9.189,10.345,6.860,10.114,1.385
Track_319,5,0,0,0,0,0,8,2,10,0.427,319,319,23.177,12.806,0,0.059,0.108,0.014,0.072,0.040,9.213,12.205,5.017,9.211,2.771
Track_322,4,0,0,0,0,0,6,4,10,0.415,322,322,42.701,51.157,0,0.097,0.104,0.093,0.095,0.006,6.931,7.997,5.657,7.047,0.834
Track_325,7,0,0,0,0,0,12,2,14,0.598,325,325,28.412,51.340,0,0.053,0.089,0.019,0.053,0.029,8.121,10.616,6.202,8.140,1.762
Track_328,7,0,0,0,0,0,12,2,14,0.723,328,328,12.709,13.332,0,0.071,0.105,0.030,0.070,0.028,7.602,9.232,5.857,7.568,1.223
Track_329,6,0,0,0,0,0,10,2,12,0.765,329,329,8.196,31.737,0,0.085,0.173,0.046,0.052,0.055,7.278,9.680,4.887,7.703,1.554
Track_330,14,0,0,0,0,0,26,4,30,1.044,330,330,18.009,12.805,0,0.069,0.149,0.016,0.055,0.037,9.676,13.242,7.008,9.399,1.655
Track_332,5,0,0,0,0,0,8,2,10,0.604,332,332,3.837,51.611,0,0.077,0.092,0.061,0.086,0.015,6.795,8.487,3.968,6.767,1.630
Track_333,10,0,0,0,0,0,18,4,22,1.184,333,333,10.000,51.085,0,0.069,0.116,0.045,0.062,0.021,9.088,10.186,6.830,9.229,0.949
Track_335,5,0,0,0,0,0,8,2,10,0.401,335,335,44.160,41.917,0,0.073,0.200,0.005,0.062,0.088,7.653,10.288,4.730,6.891,2.166
Track_340,6,0,0,0,0,0,10,4,14,0.485,340,340,45.625,3.399,0,0.060,0.115,0.041,0.047,0.031,6.673,8.438,4.693,6.840,1.201
Track_342,4,0,0,0,0,0,6,4,10,0.525,342,342,17.923,21.248,0,0.095,0.174,0.050,0.061,0.069,9.324,9.779,8.799,9.381,0.349
Track_343,8,0,0,0,0,0,14,4,18,0.954,343,343,10.844,21.071,0,0.095,0.142,0.041,0.106,0.037,7.480,9.957,6.107,6.834,1.335
Track_345,5,0,0,0,0,0,8,2,10,0.540,345,345,26.219,4.557,0,0.070,0.106,0.019,0.089,0.038,6.327,6.836,5.375,6.694,0.582
Track_352,5,0,0,0,0,0,8,4,12,0.511,352,352,24.394,35.406,0,0.088,0.232,0.027,0.060,0.097,10.543,13.177,7.283,11.116,2.197
Track_356,6,0,0,0,0,0,10,2,12,0.604,356,356,35.205,45.089,0,0.061,0.110,0.028,0.043,0.035,9.458,10.303,7.964,9.999,0.900
Track_360,7,0,0,0,0,0,12,2,14,0.786,360,360,2.478,3.305,0,0.073,0.104,0.039,0.075,0.025,6.212,8.262,4.986,5.776,1.115
Track_364,12,0,0,0,0,0,22,4,26,1.268,364,364,30.051,53.992,0,0.075,0.204,0.019,0.078,0.051,9.353,14.193,4.337,9.865,2.869
Track_365,7,0,0,0,0,0,12,2,14,0.861,365,365,30.027,34.843,0,0.079,0.095,0.052,0.086,0.016,8.307,8.739,7.483,8.600,0.475
Track_366,4,0,0,0,0,0,6,4,10,0.424,366,366,8.737,44.293,0,0.073,0.077,0.069,0.074,0.004,7.962,8.378,7.281,8.197,0.416
Track_371,11,0,0,0,0,0,20,2,22,1.155,371,371,25.582,45.153,0,0.069,0.100,0.033,0.071,0.025,13.991,20.040,6.543,13.864,4.500
Track_372,5,0,0,0,0,0,8,2,10,0.561,372,372,9.666,54.619,0,0.079,0.089,0.069,0.083,0.009,7.850,8.715,6.638,7.851,0.770
Track_373,4,0,0,0,0,0,6,4,10,0.486,373,373,22.151,54.917,0,0.081,0.119,0.034,0.091,0.044,9.446,10.484,7.534,10.003,1.134
Track_374,7,0,0,0,0,0,12,2,14,0.558,374,374,43.379,44.830,0,0.105,0.238,0.048,0.075,0.072,7.054,9.983,4.284,6.594,2.106
Track_388,12,0,0,0,0,0,22,2,24,1.352,388,388,14.947,34.926,0,0.085,0.163,0.039,0.067,0.041,13.034,18.706,8.969,13.251,2.819
Track_390,5,0,0,0,0,0,8,4,12,0.404,390,390,34.758,43.907,0,0.055,0.094,0.035,0.047,0.026,9.209,11.312,6.332,8.758,1.828
Track_391,4,0,0,0,0,0,6,2,8,0.466,391,391,34.013,0.684,0,0.106,0.196,0.053,0.070,0.078,5.885,6.201,5.280,6.138,0.364
Track_392,5,0,0,0,0,0,8,4,12,0.435,392,392,13.636,44.360,0,0.067,0.094,0.028,0.088,0.031,6.439,7.499,5.568,6.100,0.760
Track_395,8,0,0,0,0,0,14,2,16,0.966,395,395,12.824,34.654,0,0.080,0.204,0.016,0.072,0.065,10.782,14.410,6.303,11.479,2.685
Track_396,4,0,0,0,0,0,6,2,8,0.493,396,396,44.112,7.191,0,0.091,0.193,0.031,0.049,0.089,6.656,7.229,5.836,7.012,0.534
Track_397,15,0,0,0,0,0,28,4,32,1.203,397,397,1.569,37.535,0,0.080,0.130,0.053,0.079,0.020,10.240,15.255,5.999,9.587,2.689
Track_400,8,0,0,0,0,0,14,2,16,0.709,400,400,41.819,25.262,0,0.062,0.128,0.012,0.054,0.045,10.154,12.413,7.327,11.022,1.912
Track_402,5,0,0,0,0,0,8,2,10,0.522,402,402,15.004,7.798,0,0.081,0.109,0.056,0.101,0.028,4.274,5.356,3.366,3.904,0.762
Track_403,14,0,0,0,0,0,26,2,28,0.544,403,403,9.528,48.276,0,0.065,0.171,0.004,0.052,0.061,7.997,13.012,4.851,7.792,2.407
Track_404,6,0,0,0,0,0,10,2,12,0.529,404,404,47.443,7.980,0,0.063,0.225,0.014,0.029,0.091,13.919,19.263,6.623,15.186,4.637
Track_407,5,0,0,0,0,0,8,4,12,0.588,407,407,29.464,8.693,0,0.083,0.132,0.027,0.099,0.044,9.254,11.693,6.695,9.610,2.017
Track_412,6,0,0,0,0,0,10,2,12,0.524,412,412,42.816,47.896,0,0.066,0.149,0.030,0.051,0.047,11.368,15.692,4.867,13.643,3.631
Track_419,6,0,0,0,0,0,10,4,14,0.466,419,419,16.440,48.249,0,0.058,0.094,0.034,0.054,0.022,10.256,13.063,8.101,11.072,1.778
Track_424,7,0,0,0,0,0,12,2,14,0.595,424,424,31.168,37.535,0,0.086,0.157,0.045,0.069,0.049,10.878,15.910,4.878,11.377,3.963
Track_426,7,0,0,0,0,0,12,4,16,0.856,426,426,7.479,47.429,0,0.075,0.172,0.025,0.047,0.063,8.775,10.579,6.570,9.137,1.211
Track_428,7,0,0,0,0,0,12,4,16,1.117,428,428,26.551,22.942,0,0.099,0.188,0.046,0.101,0.048,11.838,14.046,8.705,12.147,2.064
Track_431,7,0,0,0,0,0,12,2,14,0.903,431,431,22.668,47.215,0,0.077,0.115,0.038,0.083,0.028,10.144,12.084,7.526,10.329,1.320
Track_432,12,0,0,0,0,0,22,2,24,1.127,432,432,44.585,47.207,0,0.064,0.115,0.009,0.069,0.038,9.889,12.558,7.195,10.564,1.759
Track_437,6,0,0,0,0,0,10,4,14,0.408,437,437,4.106,21.811,0,0.055,0.073,0.036,0.057,0.016,10.190,12.168,6.820,11.363,1.814
Track_439,6,0,0,0,0,0,10,4,14,0.821,439,439,27.640,21.686,0,0.089,0.117,0.058,0.090,0.022,8.831,10.372,5.702,9.855,1.646
Track_440,7,0,0,0,0,0,12,2,14,0.688,440,440,2.571,4.960,0,0.075,0.186,0.029,0.057,0.058,8.571,11.929,4.310,9.158,2.499
Track_441,4,0,0,0,0,0,6,4,10,0.416,441,441,5.912,46.906,0,0.071,0.088,0.057,0.067,0.016,7.885,9.175,6.459,8.577,1.059
Track_448,12,0,0,0,0,0,22,4,26,1.236,448,448,17.401,51.581,0,0.074,0.211,0.017,0.047,0.067,8.915,10.892,6.614,9.613,1.369
Track_449,5,0,0,0,0,0,8,4,12,0.794,449,449,44.804,29.757,0,0.110,0.241,0.058,0.069,0.088,11.746,13.788,8.243,12.900,2.147
Track_452,11,0,0,0,0,0,20,4,24,1.545,452,452,36.283,11.756,0,0.102,0.175,0.043,0.103,0.044,8.108,10.029,5.361,8.274,1.508
Track_455,6,0,0,0,0,0,10,2,12,0.708,455,455,43.972,10.853,0,0.084,0.247,0.010,0.054,0.098,7.517,10.238,5.198,8.372,1.747
Track_456,5,0,0,0,0,0,8,4,12,0.591,456,456,30.758,28.219,0,0.087,0.105,0.064,0.096,0.018,8.079,8.595,7.493,8.063,0.383
Track_462,11,0,0,0,0,0,20,4,24,1.325,462,462,48.258,28.278,0,0.067,0.099,0.049,0.068,0.015,13.693,18.788,7.493,14.268,3.919
Track_467,7,0,0,0,0,0,12,4,16,0.582,467,467,21.513,40.312,0,0.054,0.072,0.017,0.069,0.022,9.937,11.300,6.223,10.855,1.651
Track_471,5,0,0,0,0,0,8,2,10,0.565,471,471,3.057,9.714,0,0.073,0.078,0.067,0.078,0.006,8.641,9.503,7.664,8.898,0.654
Track_472,5,0,0,0,0,0,8,2,10,0.503,472,472,18.375,27.352,0,0.068,0.101,0.013,0.090,0.039,10.236,11.243,8.687,10.742,0.923
Track_473,8,0,0,0,0,0,14,4,18,0.897,473,473,46.170,39.517,0,0.067,0.127,0.037,0.054,0.034,11.304,16.366,6.341,12.720,3.541
Track_475,6,0,0,0,0,0,10,2,12,0.763,475,475,7.735,27.770,0,0.084,0.171,0.036,0.070,0.051,9.629,10.276,8.613,10.069,0.622
Track_480,8,0,0,0,0,0,14,4,18,1.289,480,480,24.187,49.776,0,0.108,0.191,0.055,0.097,0.053,8.201,11.177,5.903,8.517,1.865
Track_481,4,0,0,0,0,0,6,2,8,0.497,481,481,47.170,10.562,0,0.086,0.149,0.022,0.086,0.063,6.374,7.255,5.974,6.260,0.521
Track_485,5,0,0,0,0,0,8,2,10,0.666,485,485,11.982,28.286,0,0.092,0.126,0.026,0.111,0.045,8.102,9.881,6.594,7.277,1.439
Track_489,14,0,0,0,0,0,26,2,28,1.467,489,489,39.488,8.596,0,0.095,0.229,0.031,0.066,0.068,10.126,12.350,6.591,10.577,1.730
Track_490,9,0,0,0,0,0,16,2,18,1.174,490,490,10.898,48.492,0,0.079,0.118,0.050,0.087,0.022,9.644,12.256,8.055,8.734,1.566
Track_497,5,0,0,0,0,0,8,2,10,0.527,497,497,54.179,26.433,0,0.069,0.085,0.043,0.076,0.018,8.050,9.237,6.530,8.040,0.917
Track_500,10,0,0,0,0,0,18,4,22,0.848,500,500,44.893,8.857,0,0.078,0.116,0.044,0.071,0.026,11.744,15.540,8.294,11.332,2.270
Track_501,10,0,0,0,0,0,18,6,24,1.497,501,501,4.762,46.532,0,0.090,0.148,0.045,0.091,0.028,7.605,10.581,5.300,7.441,1.890
Track_504,6,0,0,0,0,0,10,6,16,0.475,504,504,48.227,29.304,0,0.061,0.159,0.014,0.053,0.057,12.162,14.686,7.020,12.930,2.401
Track_505,7,0,0,0,0,0,12,6,18,0.949,505,505,41.157,45.046,0,0.081,0.107,0.053,0.089,0.022,8.981,10.995,5.187,9.327,1.819
Track_508,6,0,0,0,0,0,10,6,16,0.648,508,508,23.951,46.392,0,0.077,0.134,0.042,0.078,0.038,10.228,11.776,7.657,10.953,1.346
Track_513,4,0,0,0,0,0,6,6,12,0.431,513,513,53.041,26.368,0,0.074,0.106,0.029,0.086,0.040,10.573,11.495,8.823,11.162,1.039
Track_515,7,0,0,0,0,0,12,6,18,0.904,515,515,36.748,44.588,0,0.102,0.178,0.031,0.117,0.056,7.874,8.986,4.853,8.361,1.352
Track_516,5,0,0,0,0,0,8,6,14,0.557,516,516,17.621,9.592,0,0.076,0.213,0.003,0.068,0.096,6.466,7.645,5.340,6.647,0.837
Track_520,6,0,0,0,0,0,10,6,16,0.514,520,520,6.909,43.883,0,0.063,0.096,0.036,0.057,0.024,9.282,9.991,7.698,9.769,0.848
Track_522,5,0,0,0,0,0,8,6,14,0.604,522,522,37.811,43.655,0,0.079,0.112,0.053,0.085,0.025,8.703,11.247,5.150,8.804,2.231
Track_529,6,0,0,0,0,0,10,6,16,0.593,529,529,23.153,53.217,0,0.071,0.162,0.042,0.050,0.051,9.653,12.577,5.471,11.333,2.528
Track_530,5,0,0,0,0,0,8,6,14,0.529,530,530,52.277,53.272,0,0.087,0.163,0.030,0.091,0.057,6.815,7.781,6.311,6.567,0.517
Track_531,5,0,0,0,0,0,8,6,14,0.445,531,531,51.003,16.060,0,0.056,0.080,0.016,0.078,0.030,11.219,12.341,9.960,11.325,0.930
Track_532,8,0,0,0,0,0,14,6,20,0.717,532,532,35.246,13.884,0,0.061,0.158,0.015,0.054,0.048,10.644,12.632,7.312,11.448,1.878
Track_542,8,0,0,0,0,0,14,6,20,1.079,542,542,35.072,50.343,0,0.088,0.219,0.042,0.071,0.060,10.165,11.457,8.798,10.206,0.977
Track_543,13,0,0,0,0,0,24,6,30,0.873,543,543,5.801,50.676,0,0.076,0.207,0.024,0.067,0.050,8.373,10.726,5.373,8.729,1.678
Track_548,4,0,0,0,0,0,6,6,12,0.469,548,548,39.916,12.552,0,0.081,0.141,0.042,0.060,0.053,5.761,6.825,3.882,6.423,1.132
Track_556,5,0,0,0,0,0,8,6,14,0.719,556,556,6.657,37.501,0,0.103,0.231,0.026,0.115,0.094,6.369,7.505,4.712,6.263,1.008
Track_558,5,0,0,0,0,0,8,6,14,0.430,558,558,15.007,20.655,0,0.075,0.116,0.026,0.105,0.043,10.350,11.901,7.925,11.149,1.431
Track_569,4,0,0,0,0,0,6,6,12,0.471,569,569,12.625,36.622,0,0.081,0.100,0.071,0.073,0.017,8.027,9.062,6.960,8.335,0.771
Track_579,6,0,0,0,0,0,10,6,16,0.716,579,579,7.180,16.286,0,0.075,0.122,0.037,0.067,0.035,11.588,15.236,6.677,11.287,2.857
Track_581,7,0,0,0,0,0,12,6,18,0.513,581,581,14.758,54.322,0,0.077,0.167,0.039,0.060,0.048,7.591,9.569,4.483,7.791,1.625
Track_592,5,0,0,0,0,0,8,6,14,0.481,592,592,37.899,7.116,0,0.063,0.128,0.016,0.062,0.047,7.302,9.120,5.184,6.850,1.421
Track_594,7,0,0,0,0,0,12,6,18,0.444,594,594,51.358,43.171,0,0.053,0.082,0.017,0.058,0.025,7.211,8.900,6.152,6.828,0.894
Track_595,6,0,0,0,0,0,10,6,16,0.432,595,595,2.427,23.470,0,0.052,0.088,0.022,0.039,0.027,9.379,11.074,7.907,9.245,1.264
Track_599,7,0,0,0,0,0,12,6,18,0.684,599,599,41.158,40.948,0,0.078,0.101,0.053,0.084,0.017,10.055,11.268,9.150,10.172,0.775
Track_602,5,0,0,0,0,0,8,6,14,0.556,602,602,35.917,41.684,0,0.097,0.148,0.039,0.115,0.046,7.012,7.917,5.686,7.329,0.841
