Label,NUMBER_SPOTS,NUMBER_GAPS,LONGEST_GAP,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_INDEX,TRACK_ID,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TRACK_MAX_QUALITY,TRACK_MIN_QUALITY,TRACK_MEDIAN_QUALITY,TRACK_STD_QUALITY
Track_25109,6,0,0,0,0,0,10,472,482,0.527,25109,25109,49.031,9.843,0,0.060,0.126,0.010,0.050,0.043,8.200,10.088,6.228,9.038,1.337
Track_25110,7,0,0,0,0,0,12,472,484,1.014,25110,25110,27.195,41.557,0,0.088,0.111,0.071,0.089,0.014,8.665,11.947,4.331,8.624,2.481
Track_25112,7,0,0,0,0,0,12,472,484,0.638,25112,25112,48.748,25.459,0,0.056,0.077,0.030,0.062,0.018,12.036,14.901,7.271,12.305,2.352
Track_25113,5,0,0,0,0,0,8,472,480,0.420,25113,25113,53.830,41.743,0,0.059,0.061,0.055,0.061,0.003,9.465,10.796,7.914,10.090,1.122
Track_25115,4,0,0,0,0,0,6,472,478,0.418,25115,25115,52.077,25.918,0,0.070,0.084,0.054,0.071,0.015,11.378,12.605,9.451,11.898,1.175
Track_25116,7,0,0,0,0,0,12,472,484,0.529,25116,25116,16.873,24.147,0,0.046,0.077,0.026,0.050,0.018,18.824,23.722,13.446,18.711,3.692
Track_25122,6,0,0,0,0,0,10,472,482,0.701,25122,25122,41.833,24.187,0,0.075,0.155,0.021,0.029,0.070,8.821,10.821,7.017,9.346,1.370
Track_25130,7,0,0,0,0,0,12,472,484,0.877,25130,25130,14.192,47.748,0,0.093,0.209,0.044,0.070,0.063,9.946,13.292,6.719,10.042,2.422
Track_25132,4,0,0,0,0,0,6,472,478,0.518,25132,25132,25.469,47.319,0,0.106,0.194,0.037,0.088,0.080,7.967,9.456,6.609,9.072,1.305
Track_25133,10,0,0,0,0,0,18,472,490,0.896,25133,25133,36.111,14.488,0,0.067,0.223,0.021,0.051,0.061,8.417,11.869,5.485,8.290,1.802
Track_25134,6,0,0,0,0,0,10,472,482,0.668,25134,25134,3.450,30.957,0,0.080,0.159,0.024,0.063,0.051,7.201,8.475,6.228,7.292,0.748
Track_25138,10,0,0,0,0,0,18,472,490,1.001,25138,25138,49.913,46.129,0,0.059,0.090,0.034,0.060,0.016,13.020,15.516,8.592,13.600,2.194
Track_25141,9,0,0,0,0,0,16,472,488,0.660,25141,25141,29.730,29.746,0,0.070,0.231,0.017,0.057,0.071,9.371,14.630,5.151,8.558,2.960
Track_25144,5,0,0,0,0,0,8,472,480,0.432,25144,25144,0.000,29.916,0,0.054,0.054,0.054,0.054,8.878E-16,8.797,10.892,5.801,9.041,1.757
Track_25145,5,0,0,0,0,0,8,472,480,0.453,25145,25145,12.023,47.324,0,0.074,0.113,0.032,0.112,0.044,12.036,14.683,9.777,11.023,1.912
Track_25146,5,0,0,0,0,0,8,472,480,0.489,25146,25146,28.064,13.260,0,0.065,0.110,0.023,0.084,0.040,11.144,12.937,10.081,10.312,1.190
Track_25164,5,0,0,0,0,0,8,472,480,0.537,25164,25164,26.059,52.332,0,0.071,0.097,0.055,0.070,0.018,10.619,12.942,7.305,10.777,1.951
Track_25169,5,0,0,0,0,0,8,472,480,0.723,25169,25169,52.143,50.769,0,0.096,0.220,0.037,0.068,0.084,7.658,9.560,6.461,7.579,1.106
Track_25174,5,0,0,0,0,0,8,472,480,0.650,25174,25174,1.977,17.790,0,0.083,0.156,0.045,0.077,0.051,7.586,8.788,4.996,8.248,1.399
Track_25185,7,0,0,0,0,0,12,474,486,0.625,25185,25185,18.115,27.267,0,0.065,0.102,0.027,0.061,0.029,7.479,9.860,5.565,6.864,1.411
Track_25188,5,0,0,0,0,0,8,474,482,0.895,25188,25188,19.316,44.584,0,0.115,0.169,0.061,0.142,0.049,7.872,9.705,5.859,7.311,1.400
Track_25191,6,0,0,0,0,0,10,474,484,0.896,25191,25191,9.393,43.202,0,0.102,0.193,0.053,0.098,0.057,6.601,7.405,5.856,6.734,0.546
Track_25192,4,0,0,0,0,0,6,474,480,0.548,25192,25192,50.780,8.913,0,0.132,0.195,0.050,0.150,0.075,6.388,6.645,6.263,6.353,0.152
Track_25195,5,0,0,0,0,0,8,474,482,0.400,25195,25195,2.099,43.625,0,0.052,0.098,0.031,0.045,0.032,8.847,11.737,4.738,10.056,2.496
Track_25196,6,0,0,0,0,0,10,474,484,0.547,25196,25196,26.190,26.536,0,0.056,0.070,0.025,0.063,0.018,10.098,12.572,6.703,11.342,2.120
Track_25206,8,0,0,0,0,0,14,474,488,0.602,25206,25206,21.042,25.055,0,0.058,0.093,0.030,0.051,0.027,9.895,12.970,6.098,10.780,2.358
Track_25211,4,0,0,0,0,0,6,474,480,0.421,25211,25211,20.782,14.216,0,0.074,0.125,0.035,0.062,0.046,8.008,8.700,7.231,8.612,0.655
Track_25212,7,0,0,0,0,0,12,474,486,0.804,25212,25212,22.191,31.794,0,0.068,0.144,0.031,0.049,0.044,10.476,13.464,6.559,10.493,2.005
Track_25213,7,0,0,0,0,0,12,474,486,0.867,25213,25213,53.713,14.758,0,0.073,0.116,0.025,0.073,0.032,8.605,11.601,5.367,8.183,1.931
Track_25214,12,0,0,0,0,0,22,474,496,1.275,25214,25214,14.162,32.348,0,0.064,0.168,0.035,0.056,0.037,13.934,18.982,8.413,14.231,2.718
Track_25220,5,0,0,0,0,0,8,474,482,0.444,25220,25220,45.155,13.107,0,0.061,0.073,0.045,0.073,0.014,8.392,9.675,4.746,9.579,1.895
Track_25225,5,0,0,0,0,0,8,474,482,0.550,25225,25225,43.671,48.654,0,0.072,0.109,0.033,0.079,0.032,11.428,12.315,9.088,11.993,1.201
Track_25230,7,0,0,0,0,0,12,474,486,0.480,25230,25230,31.138,46.554,0,0.064,0.183,0.011,0.051,0.061,9.163,11.338,7.330,9.349,1.313
Track_25244,10,0,0,0,0,0,18,474,492,1.047,25244,25244,22.555,28.749,0,0.079,0.137,0.037,0.080,0.029,11.941,14.153,8.252,12.154,1.646
Track_25247,5,0,0,0,0,0,8,474,482,0.418,25247,25247,37.094,0.822,0,0.053,0.059,0.044,0.057,0.007,9.223,11.562,6.385,9.818,1.937
Track_25251,5,0,0,0,0,0,8,474,482,0.605,25251,25251,3.435,18.800,0,0.088,0.232,0.013,0.095,0.103,8.162,10.248,5.959,8.800,1.711
Track_25259,8,0,0,0,0,0,14,474,488,0.421,25259,25259,51.914,52.597,0,0.041,0.093,0.013,0.026,0.031,11.846,15.421,7.749,12.637,2.463
Track_25261,6,0,0,0,0,0,10,474,484,0.427,25261,25261,24.651,52.502,0,0.075,0.154,0.032,0.065,0.048,9.941,14.686,5.004,11.826,3.427
Track_25263,8,0,0,0,0,0,14,474,488,0.682,25263,25263,3.690,34.859,0,0.061,0.175,0.015,0.037,0.057,9.049,11.439,6.483,9.913,1.569
Track_25266,5,0,0,0,0,0,8,474,482,0.534,25266,25266,15.313,33.359,0,0.070,0.192,0.003,0.062,0.085,8.406,9.475,6.437,9.278,1.229
Track_25267,4,0,0,0,0,0,6,474,480,0.519,25267,25267,9.576,16.398,0,0.106,0.188,0.048,0.082,0.073,7.475,8.492,5.214,8.150,1.316
Track_25270,11,0,0,0,0,0,20,474,494,1.058,25270,25270,43.355,16.779,0,0.063,0.224,0.011,0.052,0.063,10.911,15.970,6.821,10.377,2.712
Track_25272,5,0,0,0,0,0,8,474,482,0.736,25272,25272,17.487,49.821,0,0.097,0.111,0.062,0.107,0.023,7.201,8.913,5.570,7.031,1.198
Track_25274,6,0,0,0,0,0,10,474,484,0.411,25274,25274,11.297,49.965,0,0.052,0.133,0.012,0.036,0.048,6.780,8.898,4.679,7.612,1.704
Track_25290,8,0,0,0,0,0,14,474,488,0.911,25290,25290,5.959,20.477,0,0.072,0.139,0.023,0.072,0.039,9.804,12.579,7.634,9.286,1.563
Track_25312,6,0,0,0,0,0,10,476,486,0.751,25312,25312,35.078,39.136,0,0.088,0.214,0.026,0.059,0.076,14.842,17.794,9.882,15.392,2.493
Track_25316,7,0,0,0,0,0,12,476,488,1.055,25316,25316,22.526,22.740,0,0.092,0.148,0.006,0.112,0.048,8.707,10.045,7.471,8.520,0.878
Track_25323,4,0,0,0,0,0,6,478,484,0.414,25323,25323,40.765,39.867,0,0.073,0.109,0.033,0.076,0.038,8.129,9.557,5.933,9.542,1.522
Track_25324,6,0,0,0,0,0,10,476,486,0.588,25324,25324,51.075,5.841,0,0.091,0.248,0.029,0.062,0.089,6.440,7.804,5.131,6.895,0.948
Track_25327,4,0,0,0,0,0,6,478,484,0.430,25327,25327,39.381,37.830,0,0.073,0.179,0.017,0.022,0.092,12.034,13.595,10.466,12.965,1.286
Track_25328,9,0,0,0,0,0,16,476,492,1.449,25328,25328,46.147,4.971,0,0.094,0.144,0.032,0.114,0.043,9.736,15.624,5.590,9.918,3.263
Track_25329,7,0,0,0,0,0,12,478,490,1.023,25329,25329,49.007,21.280,0,0.088,0.163,0.027,0.076,0.050,7.714,10.564,5.406,8.035,1.716
Track_25340,8,0,0,0,0,0,14,478,492,0.759,25340,25340,43.269,38.546,0,0.065,0.094,0.029,0.065,0.028,9.186,15.095,5.066,9.927,3.719
Track_25345,7,0,0,0,0,0,12,478,490,1.048,25345,25345,12.745,2.498,0,0.090,0.144,0.066,0.085,0.029,8.398,10.913,6.329,8.560,1.645
Track_25351,4,0,0,0,0,0,6,476,482,0.432,25351,25351,35.235,55.188,0,0.072,0.162,0.000,0.054,0.082,4.375,5.131,3.808,4.623,0.535
Track_25354,5,0,0,0,0,0,8,478,486,0.459,25354,25354,26.152,21.011,0,0.063,0.096,0.025,0.089,0.035,6.080,7.634,5.085,5.482,1.021
Track_25358,9,0,0,0,0,0,16,478,494,0.838,25358,25358,52.461,45.739,0,0.087,0.156,0.015,0.111,0.052,11.880,14.745,7.728,12.894,2.088
Track_25361,7,0,0,0,0,0,12,476,488,0.790,25361,25361,15.369,28.521,0,0.080,0.212,0.020,0.078,0.075,11.405,16.545,7.624,9.613,3.472
Track_25362,15,0,0,0,0,0,28,476,504,0.878,25362,25362,1.051,27.855,0,0.087,0.213,0.026,0.087,0.054,9.377,12.729,5.241,9.883,2.372
Track_25372,6,0,0,0,0,0,10,478,488,0.473,25372,25372,39.086,26.935,0,0.049,0.100,0.011,0.035,0.042,12.121,14.454,9.221,12.632,1.955
Track_25374,8,0,0,0,0,0,14,476,490,0.488,25374,25374,31.489,27.089,0,0.069,0.161,0.020,0.051,0.051,9.979,14.193,6.726,9.674,2.592
Track_25388,6,0,0,0,0,0,10,476,486,0.686,25388,25388,16.374,41.393,0,0.073,0.209,0.013,0.043,0.078,12.841,16.107,9.167,13.356,2.072
Track_25389,5,0,0,0,0,0,8,476,484,0.696,25389,25389,50.225,24.133,0,0.089,0.133,0.051,0.088,0.034,9.006,10.884,8.047,8.892,1.035
Track_25395,6,0,0,0,0,0,10,476,486,0.444,25395,25395,31.611,15.030,0,0.061,0.088,0.018,0.061,0.027,8.810,10.592,6.939,8.959,1.204
Track_25396,4,0,0,0,0,0,6,478,484,0.448,25396,25396,50.207,32.463,0,0.075,0.128,0.024,0.073,0.052,7.701,9.607,6.164,7.799,1.247
Track_25397,4,0,0,0,0,0,6,478,484,0.583,25397,25397,24.964,15.235,0,0.117,0.178,0.083,0.089,0.053,6.494,8.959,4.346,7.219,1.754
Track_25398,4,0,0,0,0,0,6,476,482,0.565,25398,25398,31.600,50.062,0,0.099,0.179,0.048,0.068,0.070,6.549,7.692,5.211,7.687,1.149
Track_25403,6,0,0,0,0,0,10,478,488,0.484,25403,25403,48.323,48.143,0,0.064,0.122,0.013,0.041,0.049,7.566,8.448,6.322,7.611,0.666
Track_25404,6,0,0,0,0,0,10,478,488,0.631,25404,25404,32.957,30.919,0,0.074,0.151,0.051,0.058,0.043,10.227,11.812,8.227,10.301,1.137
Track_25411,6,0,0,0,0,0,10,476,486,0.563,25411,25411,19.624,13.135,0,0.059,0.101,0.034,0.053,0.027,10.578,11.425,7.888,11.310,1.248
Track_25412,6,0,0,0,0,0,10,476,486,0.436,25412,25412,23.211,46.875,0,0.054,0.081,0.026,0.054,0.021,12.448,16.525,7.278,13.619,3.166
Track_25415,6,0,0,0,0,0,10,476,486,0.640,25415,25415,41.214,13.471,0,0.084,0.188,0.027,0.058,0.063,7.955,10.251,5.936,7.813,1.689
Track_25419,11,0,0,0,0,0,20,476,496,1.281,25419,25419,39.869,47.169,0,0.081,0.212,0.030,0.072,0.059,11.901,16.305,6.219,12.636,2.704
Track_25421,5,0,0,0,0,0,8,476,484,0.772,25421,25421,36.852,13.648,0,0.115,0.159,0.061,0.152,0.048,9.326,11.306,7.388,9.668,1.412
Track_25423,5,0,0,0,0,0,8,478,486,0.536,25423,25423,10.534,28.830,0,0.077,0.113,0.053,0.082,0.027,12.462,14.945,8.778,12.237,2.217
Track_25424,4,0,0,0,0,0,6,476,482,0.676,25424,25424,44.102,45.491,0,0.113,0.128,0.092,0.119,0.019,7.255,9.345,5.716,8.024,1.506
Track_25425,4,0,0,0,0,0,6,476,482,0.452,25425,25425,50.598,28.846,0,0.081,0.187,0.025,0.030,0.092,8.126,11.044,4.361,10.708,2.845
Track_25426,4,0,0,0,0,0,6,478,484,0.403,25426,25426,53.290,46.161,0,0.075,0.182,0.021,0.022,0.092,8.107,9.153,7.168,8.598,0.803
Track_25427,7,0,0,0,0,0,12,476,488,0.860,25427,25427,38.355,46.066,0,0.076,0.152,0.043,0.080,0.042,10.853,14.517,7.207,10.437,2.490
Track_25428,7,0,0,0,0,0,12,476,488,0.450,25428,25428,53.428,29.265,0,0.053,0.084,0.017,0.066,0.026,11.472,15.043,7.468,10.937,2.250
Track_25430,9,0,0,0,0,0,16,478,494,0.941,25430,25430,49.537,12.030,0,0.074,0.175,0.027,0.076,0.047,10.395,13.712,6.581,9.860,2.197
Track_25433,9,0,0,0,0,0,16,478,494,0.591,25433,25433,50.602,53.871,0,0.051,0.083,0.028,0.062,0.021,9.273,10.555,6.588,9.470,1.116
Track_25442,14,0,0,0,0,0,26,478,504,1.700,25442,25442,15.115,36.803,0,0.067,0.095,0.034,0.066,0.019,14.065,20.051,5.933,13.870,3.623
Track_25448,6,0,0,0,0,0,10,478,488,0.585,25448,25448,11.257,18.208,0,0.064,0.111,0.030,0.044,0.035,9.379,12.392,6.322,10.020,1.952
Track_25450,7,0,0,0,0,0,12,476,488,1.153,25450,25450,41.655,35.067,0,0.099,0.169,0.049,0.100,0.047,11.025,14.316,7.500,11.679,2.110
Track_25451,6,0,0,0,0,0,10,476,486,0.446,25451,25451,28.832,18.167,0,0.065,0.189,0.020,0.029,0.071,9.451,11.261,7.492,9.690,1.232
Track_25453,4,0,0,0,0,0,6,476,482,0.455,25453,25453,33.989,1.029,0,0.082,0.119,0.040,0.087,0.040,6.613,7.831,5.220,7.598,1.123
Track_25458,5,0,0,0,0,0,8,476,484,0.408,25458,25458,10.468,52.933,0,0.069,0.129,0.008,0.118,0.064,8.991,11.746,6.452,8.087,2.118
Track_25461,4,0,0,0,0,0,6,478,484,0.480,25461,25461,22.385,35.819,0,0.085,0.122,0.039,0.093,0.042,7.307,7.965,6.438,7.519,0.555
Track_25462,4,0,0,0,0,0,6,476,482,0.582,25462,25462,22.665,33.954,0,0.099,0.205,0.032,0.062,0.092,11.104,13.104,9.509,11.312,1.320
Track_25464,5,0,0,0,0,0,8,478,486,0.452,25464,25464,21.129,17.621,0,0.060,0.129,0.030,0.051,0.047,10.785,13.534,8.458,9.621,2.015
Track_25470,4,0,0,0,0,0,6,478,484,0.480,25470,25470,39.024,0.207,0,0.080,0.179,0.000,0.062,0.091,6.960,7.747,6.012,7.082,0.619
Track_25472,5,0,0,0,0,0,8,478,486,0.413,25472,25472,22.862,50.263,0,0.054,0.068,0.039,0.054,0.012,9.730,10.442,8.640,9.642,0.641
Track_25473,5,0,0,0,0,0,8,478,486,0.633,25473,25473,2.222,16.296,0,0.083,0.162,0.019,0.122,0.070,8.449,9.247,7.550,8.551,0.646
Track_25478,6,0,0,0,0,0,10,476,486,0.459,25478,25478,16.089,16.566,0,0.055,0.127,0.022,0.034,0.045,11.060,12.880,5.803,12.449,2.441
Track_25521,4,0,0,0,0,0,6,480,486,0.450,25521,25521,48.709,11.704,0,0.082,0.168,0.035,0.043,0.074,10.764,12.381,8.919,10.950,1.230
Track_25526,7,0,0,0,0,0,12,480,492,0.768,25526,25526,46.145,10.160,0,0.067,0.135,0.040,0.068,0.036,7.192,9.150,5.296,7.448,1.438
Track_25528,6,0,0,0,0,0,10,480,490,0.769,25528,25528,41.536,9.670,0,0.081,0.164,0.032,0.069,0.050,10.042,12.457,7.175,11.160,1.777
Track_25530,10,0,0,0,0,0,18,480,498,1.018,25530,25530,34.851,25.563,0,0.066,0.149,0.012,0.040,0.056,10.483,14.735,5.216,10.400,2.672
Track_25531,6,0,0,0,0,0,10,480,490,0.488,25531,25531,35.046,44.064,0,0.057,0.100,0.033,0.055,0.026,10.085,12.126,8.547,10.411,1.274
Track_25534,6,0,0,0,0,0,10,480,490,1.036,25534,25534,43.656,43.839,0,0.106,0.161,0.085,0.091,0.032,9.233,11.772,7.192,9.225,1.740
Track_25540,6,0,0,0,0,0,10,480,490,0.887,25540,25540,23.481,42.519,0,0.098,0.137,0.021,0.112,0.045,9.128,11.014,6.818,9.670,1.347
Track_25543,6,0,0,0,0,0,10,480,490,0.459,25543,25543,37.930,32.128,0,0.065,0.110,0.028,0.056,0.038,7.817,9.171,5.801,8.419,1.095
Track_25544,5,0,0,0,0,0,8,480,488,0.435,25544,25544,55.087,49.987,0,0.075,0.125,0.000,0.108,0.056,9.369,11.199,7.020,9.266,1.496
Track_25551,6,0,0,0,0,0,10,480,490,0.846,25551,25551,11.748,14.466,0,0.095,0.129,0.058,0.095,0.026,7.405,8.050,7.026,7.344,0.341
Track_25556,6,0,0,0,0,0,10,480,490,0.422,25556,25556,8.367,30.248,0,0.057,0.088,0.042,0.056,0.019,7.016,7.977,5.693,7.478,0.784
Track_25557,4,0,0,0,0,0,6,480,486,0.561,25557,25557,43.120,30.827,0,0.097,0.107,0.082,0.100,0.013,10.155,12.193,7.923,11.276,1.677
Track_25560,12,0,0,0,0,0,22,480,502,1.461,25560,25560,32.173,13.264,0,0.075,0.125,0.036,0.059,0.031,10.999,17.253,6.214,11.160,3.821
Track_25576,6,0,0,0,0,0,10,480,490,0.730,25576,25576,41.799,3.292,0,0.083,0.202,0.027,0.044,0.073,7.596,10.122,5.262,8.443,1.766
Track_25582,7,0,0,0,0,0,12,480,492,0.664,25582,25582,41.578,18.435,0,0.067,0.194,0.013,0.046,0.070,7.763,9.546,6.829,7.758,0.935
Track_25586,6,0,0,0,0,0,10,480,490,0.598,25586,25586,11.268,53.398,0,0.064,0.118,0.024,0.049,0.038,10.037,11.097,7.495,10.523,1.184
Track_25587,13,0,0,0,0,0,24,480,504,1.392,25587,25587,19.365,1.921,0,0.071,0.195,0.014,0.067,0.060,9.900,14.537,7.196,9.277,2.101
Track_25589,8,0,0,0,0,0,14,480,494,0.767,25589,25589,28.167,53.971,0,0.089,0.182,0.054,0.067,0.046,9.529,12.264,6.669,10.171,1.737
Track_25597,5,0,0,0,0,0,8,480,488,0.653,25597,25597,2.020,34.965,0,0.082,0.125,0.039,0.094,0.036,8.131,8.725,7.615,8.012,0.407
Track_25600,6,0,0,0,0,0,10,480,490,0.527,25600,25600,50.467,52.423,0,0.056,0.100,0.029,0.046,0.028,11.742,14.150,9.550,12.008,1.627
Track_25607,6,0,0,0,0,0,10,480,490,0.639,25607,25607,0.828,51.520,0,0.072,0.101,0.055,0.068,0.018,7.051,8.239,4.812,7.672,1.142
Track_25611,8,0,0,0,0,0,14,480,494,0.542,25611,25611,49.076,7.630,0,0.071,0.224,0.006,0.047,0.074,6.769,7.634,5.363,7.231,0.765
Track_25613,6,0,0,0,0,0,10,480,490,0.583,25613,25613,42.183,39.997,0,0.060,0.075,0.046,0.055,0.014,8.281,10.842,5.028,8.764,2.015
Track_25625,5,0,0,0,0,0,8,480,488,0.432,25625,25625,26.633,55.188,0,0.081,0.162,0.000,0.108,0.070,6.864,9.010,4.201,7.530,1.722
Track_25629,6,0,0,0,0,0,10,482,492,0.715,25629,25629,52.620,48.625,0,0.074,0.086,0.049,0.082,0.016,11.528,13.370,8.380,12.363,1.640
Track_25634,5,0,0,0,0,0,8,482,490,0.872,25634,25634,12.025,46.615,0,0.131,0.247,0.016,0.244,0.132,8.341,11.774,5.173,8.397,2.589
Track_25638,4,0,0,0,0,0,6,482,488,0.629,25638,25638,54.367,29.913,0,0.108,0.243,0.034,0.048,0.117,6.495,7.445,5.833,6.594,0.613
Track_25642,13,0,0,0,0,0,24,482,506,1.431,25642,25642,24.045,47.681,0,0.080,0.116,0.062,0.076,0.016,12.730,16.334,9.711,12.798,1.926
Track_25643,6,0,0,0,0,0,10,482,492,0.609,25643,25643,5.004,28.722,0,0.075,0.126,0.019,0.071,0.045,7.115,8.103,6.365,6.900,0.723
Track_25658,9,0,0,0,0,0,16,482,498,1.122,25658,25658,37.457,2.574,0,0.073,0.209,0.042,0.055,0.056,8.917,12.665,6.023,7.965,2.372
Track_25662,5,0,0,0,0,0,8,482,490,0.687,25662,25662,44.704,1.132,0,0.087,0.178,0.045,0.066,0.061,5.809,6.468,5.165,5.881,0.513
Track_25665,7,0,0,0,0,0,12,482,494,0.866,25665,25665,30.730,53.016,0,0.077,0.104,0.048,0.084,0.022,8.310,10.676,3.593,8.871,2.308
Track_25666,6,0,0,0,0,0,10,482,492,0.884,25666,25666,35.376,52.997,0,0.124,0.193,0.028,0.131,0.064,9.899,12.197,6.886,10.868,1.849
Track_25671,5,0,0,0,0,0,8,482,490,0.864,25671,25671,30.456,0.000,0,0.108,0.162,0.054,0.162,0.062,6.087,7.084,4.696,6.157,0.933
Track_25680,5,0,0,0,0,0,8,482,490,0.548,25680,25680,16.237,6.337,0,0.077,0.162,0.016,0.099,0.067,7.473,8.670,6.141,7.364,0.913
Track_25686,6,0,0,0,0,0,10,482,492,0.518,25686,25686,15.076,23.774,0,0.055,0.085,0.021,0.054,0.030,14.005,17.844,7.190,16.112,3.689
Track_25689,4,0,0,0,0,0,6,482,488,0.504,25689,25689,43.687,22.137,0,0.086,0.108,0.043,0.106,0.037,9.267,10.318,8.526,9.529,0.716
Track_25706,4,0,0,0,0,0,6,482,488,0.400,25706,25706,23.677,44.378,0,0.067,0.096,0.050,0.054,0.025,11.264,12.546,9.409,12.498,1.327
Track_25707,9,0,0,0,0,0,16,482,498,0.588,25707,25707,32.124,27.685,0,0.059,0.117,0.028,0.062,0.029,11.959,16.035,7.239,12.575,2.646
Track_25711,6,0,0,0,0,0,10,482,492,0.643,25711,25711,46.015,44.979,0,0.099,0.193,0.051,0.086,0.057,6.361,7.550,4.737,6.542,0.864
Track_25713,5,0,0,0,0,0,8,482,490,0.618,25713,25713,19.060,43.534,0,0.105,0.197,0.042,0.133,0.073,7.327,8.704,5.508,7.449,1.105
Track_25716,4,0,0,0,0,0,6,482,488,0.573,25716,25716,40.396,9.762,0,0.102,0.199,0.053,0.056,0.084,8.826,10.658,6.401,10.280,1.739
Track_25723,4,0,0,0,0,0,6,482,488,0.437,25723,25723,33.348,7.618,0,0.074,0.139,0.022,0.060,0.060,9.001,9.797,8.012,9.334,0.660
Track_25734,8,0,0,0,0,0,14,484,498,0.599,25734,25734,49.331,36.475,0,0.050,0.094,0.007,0.045,0.031,10.133,12.412,6.415,10.791,2.059
Track_25744,5,0,0,0,0,0,8,484,492,0.575,25744,25744,45.903,0.875,0,0.080,0.122,0.040,0.097,0.037,7.965,9.222,5.739,8.481,1.225
Track_25748,4,0,0,0,0,0,6,484,490,0.424,25748,25748,43.967,17.657,0,0.071,0.122,0.038,0.054,0.044,10.743,11.791,10.006,10.644,0.651
Track_25751,9,0,0,0,0,0,16,484,500,1.585,25751,25751,29.978,32.232,0,0.102,0.171,0.067,0.103,0.035,13.837,18.516,9.466,14.947,3.271
Track_25756,4,0,0,0,0,0,6,484,490,0.525,25756,25756,34.584,50.558,0,0.092,0.120,0.072,0.083,0.025,10.128,11.574,9.050,10.599,1.022
Track_25760,4,0,0,0,0,0,6,484,490,0.432,25760,25760,20.493,0.000,0,0.072,0.162,0.000,0.054,0.082,5.078,6.859,3.233,5.278,1.288
Track_25765,8,0,0,0,0,0,14,484,498,0.930,25765,25765,34.968,40.645,0,0.077,0.141,0.043,0.067,0.031,10.088,13.889,6.457,11.662,2.597
Track_25766,6,0,0,0,0,0,10,484,494,0.471,25766,25766,51.597,40.772,0,0.071,0.184,0.032,0.037,0.065,9.279,11.383,7.293,9.480,1.630
Track_25774,5,0,0,0,0,0,8,484,492,0.445,25774,25774,4.446,5.118,0,0.062,0.116,0.040,0.052,0.037,5.454,6.743,4.103,5.644,0.891
Track_25775,6,0,0,0,0,0,10,484,494,0.454,25775,25775,34.459,5.092,0,0.051,0.080,0.019,0.061,0.027,10.507,14.034,6.499,11.320,2.668
Track_25777,5,0,0,0,0,0,8,484,492,0.658,25777,25777,28.907,19.592,0,0.084,0.126,0.047,0.106,0.038,9.945,11.334,8.407,9.481,1.156
Track_25786,6,0,0,0,0,0,10,484,494,0.472,25786,25786,8.101,11.697,0,0.051,0.085,0.020,0.047,0.025,11.057,14.647,8.836,10.482,1.984
Track_25789,5,0,0,0,0,0,8,484,492,0.416,25789,25789,49.157,43.286,0,0.065,0.108,0.043,0.061,0.030,9.688,11.748,7.182,10.398,1.765
Track_25791,6,0,0,0,0,0,10,484,494,0.537,25791,25791,27.824,25.455,0,0.058,0.196,0.009,0.026,0.078,9.454,11.964,5.997,10.776,2.191
Track_25792,4,0,0,0,0,0,6,484,490,0.405,25792,25792,33.083,9.136,0,0.068,0.130,0.030,0.045,0.054,11.011,14.232,5.839,13.864,3.394
Track_25803,6,0,0,0,0,0,10,484,494,0.404,25803,25803,42.223,31.668,0,0.075,0.136,0.043,0.063,0.037,14.560,17.142,10.767,15.284,2.135
Track_25807,4,0,0,0,0,0,6,484,490,0.412,25807,25807,3.765,31.999,0,0.074,0.114,0.050,0.058,0.035,11.072,13.306,7.701,12.190,2.098
Track_25812,5,0,0,0,0,0,8,484,492,0.804,25812,25812,47.170,49.694,0,0.106,0.229,0.011,0.125,0.095,10.305,11.273,8.714,10.615,0.878
Track_25813,6,0,0,0,0,0,10,484,494,0.546,25813,25813,4.066,13.954,0,0.066,0.169,0.006,0.043,0.064,7.521,9.796,4.149,7.749,1.725
Track_25814,5,0,0,0,0,0,8,484,492,0.673,25814,25814,4.172,48.536,0,0.088,0.113,0.061,0.113,0.029,6.344,7.649,4.694,6.164,1.102
Track_25816,9,0,0,0,0,0,16,484,500,0.964,25816,25816,18.935,48.249,0,0.085,0.167,0.022,0.085,0.048,9.631,11.883,6.628,9.647,1.453
Track_25819,8,0,0,0,0,0,14,484,498,0.839,25819,25819,5.959,48.436,0,0.065,0.183,0.015,0.048,0.057,9.680,11.704,7.203,10.420,1.346
Track_25825,5,0,0,0,0,0,8,484,492,0.567,25825,25825,16.118,13.913,0,0.076,0.106,0.057,0.076,0.022,7.810,8.684,7.164,7.927,0.557
Track_25826,5,0,0,0,0,0,8,484,492,0.592,25826,25826,27.189,30.390,0,0.076,0.222,0.008,0.052,0.099,9.728,12.950,6.983,9.281,2.268
